# Simulation 9 (Data loaded from a file)
# 493 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
58.529,66.589,-4.543,0.218,4.543,0.345,-58.364,0.01,58.364,179.9660434506,2.03,0.267,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.164e5,0,48.809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.568e-4,NaN,NaN,NaN,NaN,2.021,14.552,1005,340.118,0.5,0.128
59.029,64.287,-4.664,-0.242,4.664,0.407,-59.42,0.01,59.42,179.9660434506,2.194,0.328,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.302e5,0,46.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.527e-4,NaN,NaN,NaN,NaN,2.186,14.567,1005,340.127,0.5,0.128
59.529,61.989,-4.526,0.275,4.526,0.45,-60.473,0.01,60.473,179.9660434506,2.016,0.356,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.146e5,0,49.101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.775e-4,NaN,NaN,NaN,NaN,2.03,14.582,1006,340.136,0.5,0.128
60.029,59.687,-4.68,-0.307,4.68,0.485,-61.434,0.01,61.434,179.9660434506,1.829,0.375,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.322e5,0,46.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.499e-4,NaN,NaN,NaN,NaN,1.837,14.597,1006,340.145,0.5,0.128
60.529,57.39,-4.509,0.341,4.509,0.344,-62.343,0.01,62.343,179.9660434506,1.807,0.043,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.129e5,0,49.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.558e-4,NaN,NaN,NaN,NaN,1.809,14.612,1006,340.154,0.5,0.128
61.029,55.088,-4.698,-0.378,4.698,0.463,-63.28,0.01,63.28,179.9660434506,1.941,0.266,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.345e5,0,45.902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.347e-4,NaN,NaN,NaN,NaN,1.935,14.627,1007,340.163,0.5,0.128
61.529,52.794,-4.48,0.437,4.48,0.636,-64.308,0.01,64.308,179.9660434506,2.171,0.462,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.097e5,0,49.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.648e-4,NaN,NaN,NaN,NaN,2.153,14.642,1007,340.172,0.5,0.128
61.877,51.206,-4.646,-0.477,4.647,0.804,-65.024,0.01,65.024,179.9660434506,1.946,0.648,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.288e5,0,45.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.552e-4,NaN,NaN,NaN,NaN,1.86,14.657,1007,340.181,0.348,0.128
62.215,49.647,-4.577,0.204,4.577,0.239,-65.689,0.01,65.689,179.9660434506,1.988,0.124,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.209e5,0,48.726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.591e-4,NaN,NaN,NaN,NaN,2.004,14.667,1007,340.187,0.338,0.128
62.715,47.348,-4.621,-0.088,4.621,0.189,-66.704,0.01,66.704,179.9660434506,2.071,0.167,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.26e5,0,47.304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.538e-4,NaN,NaN,NaN,NaN,2.067,14.677,1007,340.193,0.5,0.128
63.215,45.05,-4.57,0.102,4.57,0.203,-67.762,0.01,67.762,179.9660434506,2.159,0.175,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.203e5,0,48.234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.643e-4,NaN,NaN,NaN,NaN,2.153,14.692,1008,340.202,0.5,0.128
63.715,42.751,-4.627,-0.114,4.627,0.169,-68.825,0.01,68.825,179.9660434506,2.097,0.124,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.269e5,0,47.177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.645e-4,NaN,NaN,NaN,NaN,2.1,14.707,1008,340.211,0.5,0.128
64.215,40.454,-4.558,0.138,4.558,0.427,-69.823,0.01,69.823,179.9660434506,1.895,0.404,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.191e5,0,48.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.667e-4,NaN,NaN,NaN,NaN,1.909,14.722,1008,340.221,0.5,0.128
64.715,38.156,-4.636,-0.157,4.636,0.367,-70.812,0.01,70.812,179.9660434506,2.061,0.332,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.281e5,0,46.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.457e-4,NaN,NaN,NaN,NaN,2.052,14.737,1009,340.23,0.5,0.129
65.215,35.859,-4.549,0.174,4.549,0.179,-71.837,0.01,71.837,179.9660434506,2.038,0.045,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.183e5,0,48.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.653e-4,NaN,NaN,NaN,NaN,2.04,14.752,1009,340.239,0.5,0.129
65.715,33.561,-4.645,-0.191,4.645,0.301,-72.827,0.01,72.827,179.9660434506,1.922,0.232,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.293e5,0,46.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.539e-4,NaN,NaN,NaN,NaN,1.928,14.767,1009,340.248,0.5,0.129
66.215,31.267,-4.532,0.227,4.532,0.52,-73.846,0.009,73.846,179.9660434506,2.156,0.468,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.164e5,0,48.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.575e-4,NaN,NaN,NaN,NaN,2.139,14.782,1009,340.257,0.5,0.129
66.715,28.968,-4.661,-0.259,4.661,0.41,-74.964,0.009,74.964,179.9660434506,2.315,0.318,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.313e5,0,46.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.599e-4,NaN,NaN,NaN,NaN,2.307,14.797,1010,340.266,0.5,0.129
67.025,27.539,-4.551,0.357,4.554,1.224,-75.626,0.009,75.626,179.9660434506,1.952,1.171,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.191e5,0,49.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.857e-4,NaN,NaN,NaN,NaN,1.777,14.812,1010,340.275,0.31,0.129
67.263,26.453,-4.594,-0.182,4.594,0.183,-76.09,0.009,76.09,179.9660434506,1.956,0.019,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.237e5,0,46.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.484e-4,NaN,NaN,NaN,NaN,1.961,14.821,1010,340.28,0.238,0.129
67.749,24.224,-4.588,0.012,4.588,0.43,-76.989,0.009,76.989,179.9660434506,1.747,0.43,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.231e5,0,47.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.537e-4,NaN,NaN,NaN,NaN,1.755,14.828,1010,340.285,0.486,0.129
68.249,21.928,-4.597,-0.019,4.597,0.168,-77.842,0.009,77.842,179.9660434506,1.663,0.167,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.243e5,0,47.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.403e-4,NaN,NaN,NaN,NaN,1.669,14.843,1010,340.293,0.5,0.129
68.676,19.968,-4.567,0.072,4.567,1.001,-78.644,0.009,78.644,179.9660434506,2.09,0.998,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.209e5,0,48.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.367e-4,NaN,NaN,NaN,NaN,2.129,14.857,1011,340.303,0.428,0.129
69.176,17.673,-4.615,-0.096,4.615,0.472,-79.747,0.009,79.747,179.9660434506,2.321,0.462,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.264e5,0,47.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.594e-4,NaN,NaN,NaN,NaN,2.308,14.87,1011,340.31,0.5,0.129
69.676,15.379,-4.562,0.105,4.562,0.322,-80.87,0.009,80.87,179.9660434506,2.169,0.304,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.206e5,0,48.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.81e-4,NaN,NaN,NaN,NaN,2.18,14.885,1011,340.319,0.5,0.129
70.176,13.082,-4.622,-0.12,4.622,0.218,-81.931,0.009,81.931,179.9660434506,2.078,0.183,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.275e5,0,47.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.643e-4,NaN,NaN,NaN,NaN,2.083,14.9,1011,340.328,0.5,0.129
70.676,10.789,-4.553,0.139,4.553,0.272,-83,0.009,83,179.9660434506,2.195,0.235,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.196e5,0,48.418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.649e-4,NaN,NaN,NaN,NaN,2.187,14.915,1012,340.337,0.5,0.129
71.176,8.496,-4.619,-0.133,4.619,0.711,-84.01,0.009,84.01,179.9660434506,1.846,0.699,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.273e5,0,47.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.65e-4,NaN,NaN,NaN,NaN,1.866,14.93,1012,340.346,0.5,0.129
71.515,6.942,-4.567,0.155,4.568,0.767,-84.677,0.009,84.677,179.9660434506,2.1,0.751,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.215e5,0,48.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.498e-4,NaN,NaN,NaN,NaN,2.195,14.945,1012,340.355,0.338,0.129
72.015,4.651,-4.597,-0.06,4.597,0.837,-85.832,0.009,85.832,179.9660434506,2.518,0.835,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.249e5,0,47.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6e-4,NaN,NaN,NaN,NaN,2.492,14.955,1012,340.362,0.5,0.129
72.371,3.014,-4.579,0.05,4.579,0.564,-86.695,0.009,86.695,179.9660434506,2.317,0.561,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.014,5.23e5,0,48.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.937e-4,NaN,NaN,NaN,NaN,2.256,14.97,1013,340.371,0.357,0.129
72.871,0.722,-4.59,-0.022,4.59,0.606,-87.777,0.009,87.777,179.9660434506,2.014,0.606,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.243e5,0,47.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.767e-4,NaN,NaN,NaN,NaN,2.034,14.98,1013,340.377,0.5,0.129
# Event GROUND_HIT occurred at t=73.029 seconds
# Event SIMULATION_END occurred at t=73.029 seconds
73.029,0,-4.588,0.014,4.589,0.329,-88.09,0.009,88.09,179.9660434506,1.963,0.329,28.590593977,-80.6151617749,9.792,NaN,NaN,NaN,NaN,4874,247,NaN,NaN,NaN,NaN,NaN,0.013,5.242e5,0,47.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.57e-4,NaN,NaN,NaN,NaN,1.861,14.995,1013,340.386,0.157,0.129
