# Simulation 9 (Data loaded from a file)
# 493 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.578,109.052,92.003,-14.119,92.061,14.12,2.961,2.314e-4,2.961,0.0044782381,3.264,0.134,28.590593977,-80.6151617749,9.792,0.2864788976,-3.4675405761e-5,-6.9327893211,-5.1680793121e-4,4874,247,0.875,0.006,119.2,82.6,3.658,0.271,1.044e7,0,21.007,0.519,0.52,0.328,0.159,0.032,0.049,0.182,3.592e-5,0,0,0,0,-0.002,0.012,10,80,86.5166270648,0.00977466,1.88,14.291,1000,339.959,0.05,0.029
1.628,113.635,91.298,-14.072,91.357,14.078,3.125,2.507e-4,3.125,0.0045962674,3.281,0.402,28.590593977,-80.6151617749,9.792,0.4583662361,-1.0129893818e-5,-3.3231552118,-7.058840036e-4,4874,247,0.875,0.006,118.9,82.6,3.635,0.269,1.036e7,0,20.684,0.519,0.52,0.328,0.159,0.032,0.085,0.308,1.16e-4,0,0,0,0,-5.155e-4,0.012,10,80,86.2301481672,0.0074427218,1.927,14.261,999.9,339.941,0.05,0.029
1.676,118.024,90.621,-14.011,90.681,14.018,3.284,2.704e-4,3.284,0.0047177345,3.301,0.443,28.590593977,-80.6151617749,9.792,0.5156620156,-8.0844344893e-6,0.4583662361,0.001031324,4874,247,0.875,0.006,118.9,82.6,3.63,0.267,1.028e7,0,20.368,0.519,0.52,0.328,0.159,0.032,0.091,0.331,-2.646e-4,0,0,0,0,8.987e-6,0.012,10,80,86.1728523877,0.0044541739,1.93,14.233,999.4,339.924,0.048,0.029
1.723,122.24,89.968,-13.935,90.029,13.938,3.438,2.9e-4,3.438,0.004833472,3.32,0.292,28.590593977,-80.6151617749,9.792,0.4010704566,5.1342748022e-6,4.239887684,-0.0022339624,4874,247,0.875,0.006,119,82.6,3.642,0.265,1.02e7,0,20.056,0.519,0.519,0.328,0.158,0.032,0.072,0.262,1.839e-4,0,0,0,0,8.621e-4,0.012,10,80,86.2874439467,0.0029295332,1.857,14.205,998.9,339.907,0.047,0.03
1.773,126.722,89.274,-13.841,89.335,13.842,3.604,3.113e-4,3.604,0.0049486365,3.325,0.092,28.590593977,-80.6151617749,9.792,0.114591559,-1.5704773165e-5,6.4171273055,-0.0172173817,4874,247,0.875,0.006,119.4,82.6,3.676,0.263,1.012e7,0,19.726,0.519,0.519,0.328,0.158,0.032,0.021,0.074,4.461e-4,0,0,0,0,0.002,0.011,10,80,86.5739228443,4.4782381267e-4,1.833,14.176,998.4,339.89,0.05,0.03
1.823,131.168,88.584,-13.752,88.646,13.763,3.77,3.324e-4,3.77,0.0050511959,3.309,0.541,28.590593977,-80.6151617749,9.792,0.2291831181,-1.1533640416e-5,-5.9587610694,-0.0047841976,4874,247,0.875,0.006,119.2,82.6,3.662,0.261,1.004e7,0,19.412,0.519,0.519,0.328,0.158,0.032,0.041,0.151,-4.645e-4,0,0,0,0,-0.002,0.011,10,80,86.9176975213,-0.0020597833,1.86,14.147,997.9,339.872,0.05,0.03
1.873,135.58,87.898,-13.676,87.959,13.702,3.935,3.528e-4,3.935,0.0051365666,3.272,0.853,28.590593977,-80.6151617749,9.792,0.4583662361,1.2582153181e-5,-2.9793805347,-0.0071848908,4874,247,0.875,0.006,118.9,82.6,3.632,0.259,9.956e6,0,19.111,0.519,0.519,0.328,0.158,0.032,0.086,0.311,2.558e-4,0,0,0,0,-4.433e-4,0.011,10,80,87.1468806394,-0.0041963429,1.887,14.119,997.3,339.855,0.05,0.031
1.923,139.958,87.216,-13.613,87.276,13.639,4.097,3.722e-4,4.097,0.0052047486,3.227,0.833,28.590593977,-80.6151617749,9.792,0.4583662361,2.2729235733e-6,1.0313240312,-0.0060160568,4874,247,0.875,0.006,118.9,82.6,3.632,0.257,9.875e6,0,18.801,0.519,0.519,0.328,0.158,0.032,0.085,0.309,-1.994e-4,0,0,0,0,5.495e-5,0.011,10,80,87.2041764189,-0.0033317496,1.809,14.09,996.8,339.838,0.05,0.031
1.973,144.302,86.537,-13.559,86.596,13.573,4.258,3.908e-4,4.258,0.0052591796,3.192,0.628,28.590593977,-80.6151617749,9.792,0.3437746771,9.4308853079e-6,3.7815214479,-0.0066463104,4874,247,0.875,0.006,119.1,82.6,3.65,0.255,9.795e6,0,18.489,0.518,0.519,0.328,0.158,0.032,0.058,0.209,-1.498e-4,0,0,0,0,7.454e-4,0.011,10,80,87.0322890804,0.0012433184,1.759,14.062,996.3,339.82,0.05,0.031
2.023,148.612,85.86,-13.51,85.918,13.514,4.417,4.095e-4,4.417,0.0053118917,3.166,0.344,28.590593977,-80.6151617749,9.792,0.114591559,1.5509967514e-5,5.7295779513,-0.0134874265,4874,247,0.875,0.006,119.4,82.6,3.676,0.253,9.715e6,0,18.184,0.518,0.518,0.329,0.158,0.032,0.017,0.062,7.793e-5,0,0,0,0,0.002,0.011,10,80,86.8031059623,0.0071161358,1.782,14.034,995.8,339.804,0.05,0.031
2.073,152.888,85.186,-13.468,85.244,13.468,4.575,4.291e-4,4.575,0.0053737712,3.158,0.031,28.590593977,-80.6151617749,9.792,0.1718873385,-1.6317838005e-5,-5.2139159357,-2.8458813684e-4,4874,247,0.875,0.006,119.3,82.6,3.668,0.251,9.636e6,0,17.889,0.518,0.518,0.329,0.158,0.032,0.029,0.107,2.244e-4,0,0,0,0,-0.001,0.011,10,80,86.5166270648,0.011063815,1.772,14.006,995.3,339.787,0.05,0.032
2.123,157.13,84.513,-13.424,84.572,13.425,4.733,4.503e-4,4.733,0.0054511205,3.162,0.184,28.590593977,-80.6151617749,9.792,0.3437746771,1.0576800898e-5,-3.4377467708,-0.0069270597,4874,247,0.875,0.006,119.1,82.6,3.646,0.249,9.557e6,0,17.603,0.518,0.518,0.329,0.157,0.032,0.062,0.225,1.497e-4,0,0,0,0,-6.495e-4,0.011,10,80,86.2874439467,0.0127941476,1.789,13.979,994.8,339.77,0.05,0.032
2.173,161.339,83.843,-13.368,83.903,13.37,4.891,4.735e-4,4.891,0.0055462315,3.175,0.22,28.590593977,-80.6151617749,9.792,0.4010704566,9.8491444983e-6,-0.5729577951,-0.0085313416,4874,247,0.875,0.006,119,82.6,3.641,0.247,9.479e6,0,17.318,0.518,0.518,0.329,0.157,0.032,0.068,0.248,-4.746e-4,0,0,0,0,-1.793e-5,0.011,10,80,86.1728523877,0.0121581644,1.831,13.951,994.3,339.753,0.05,0.032
2.223,165.515,83.177,-13.297,83.238,13.297,5.05,4.986e-4,5.05,0.0056568123,3.182,0.04,28.590593977,-80.6151617749,9.792,0.2291831181,6.829656918e-6,1.6042818264,-0.0052889734,4874,247,0.875,0.006,119.2,82.6,3.658,0.245,9.402e6,0,17.032,0.518,0.518,0.329,0.157,0.032,0.042,0.152,7.484e-5,0,0,0,0,1.48e-4,0.011,10,80,86.2301481672,0.0093850487,1.964,13.924,993.8,339.737,0.05,0.033
2.273,169.657,82.514,-13.227,82.575,13.228,5.209,5.249e-4,5.209,0.0057754146,3.178,0.143,28.590593977,-80.6151617749,9.792,0.0572957795,5.1354207178e-6,2.4637185191,-0.0087777134,4874,247,0.875,0.006,119.4,82.6,3.677,0.243,9.324e6,0,16.751,0.518,0.518,0.329,0.157,0.032,0.013,0.048,-4.777e-4,0,0,0,0,3.454e-4,0.011,10,80,86.3447397262,0.0050471852,2.005,13.897,993.4,339.721,0.05,0.033
2.323,173.766,81.854,-13.161,81.915,13.164,5.368,5.517e-4,5.368,0.0058900061,3.167,0.284,28.590593977,-80.6151617749,9.792,0.0572957795,-5.1783925524e-6,-2.6929016371,4.8477959046e-4,4874,247,0.875,0.006,119.4,82.6,3.679,0.241,9.247e6,0,16.473,0.518,0.518,0.329,0.157,0.032,0.01,0.038,-3.38e-4,0,0,0,0,-4.242e-4,0.01,10,80,86.4593312852,0.0010565342,1.965,13.871,992.9,339.704,0.05,0.033
2.373,177.842,81.198,-13.097,81.259,13.104,5.526,5.782e-4,5.526,0.0059931385,3.149,0.44,28.590593977,-80.6151617749,9.792,0.2291831181,5.0792708538e-6,-1.8334649444,-0.002850465,4874,247,0.875,0.006,119.2,82.6,3.661,0.24,9.17e6,0,16.203,0.517,0.517,0.329,0.157,0.032,0.036,0.132,2.056e-4,0,0,0,0,-1.953e-4,0.01,10,80,86.5739228443,-0.0015796446,1.99,13.844,992.4,339.688,0.05,0.034
2.423,181.886,80.544,-13.037,80.605,13.048,5.683,6.039e-4,5.683,0.0060905414,3.124,0.526,28.590593977,-80.6151617749,9.792,0.2864788976,5.6837413277e-6,-0.114591559,-0.0055834737,4874,247,0.875,0.006,119.1,82.6,3.65,0.238,9.094e6,0,15.937,0.517,0.517,0.329,0.157,0.032,0.051,0.187,3.203e-4,0,0,0,0,-5.723e-7,0.01,10,80,86.6312186238,-8.1417302688e-4,2.026,13.818,991.9,339.672,0.05,0.034
2.473,185.897,79.894,-12.983,79.954,12.993,5.838,6.292e-4,5.838,0.006176485,3.098,0.514,28.590593977,-80.6151617749,9.792,0.2864788976,7.0072738344e-6,1.7761691649,-0.0087490655,4874,247,0.875,0.006,119.1,82.6,3.651,0.236,9.018e6,0,15.672,0.517,0.517,0.329,0.157,0.032,0.05,0.184,1.553e-5,0,0,0,0,1.893e-4,0.01,10,80,86.5739228443,0.0035460358,2.061,13.792,991.4,339.657,0.05,0.036
2.523,189.875,79.246,-12.935,79.305,12.941,5.992,6.545e-4,5.992,0.0062566991,3.074,0.398,28.590593977,-80.6151617749,9.792,0.1718873385,1.0593989632e-5,3.3804509913,-0.0069958147,4874,247,0.875,0.006,119.2,82.6,3.663,0.234,8.942e6,0,15.409,0.517,0.517,0.329,0.156,0.032,0.032,0.114,-2.099e-4,0,0,0,0,6.979e-4,0.01,10,80,86.4593312852,0.0092074318,2.077,13.766,991,339.641,0.05,0.045
2.573,193.821,78.6,-12.896,78.66,12.897,6.146,6.808e-4,6.146,0.0063483724,3.059,0.164,28.590593977,-80.6151617749,9.792,0.0463179082,3.2933614064e-7,-3.8961130069,-0.0269805826,4874,247,0.875,0.006,119.4,82.6,3.679,0.232,8.866e6,0,15.146,0.517,0.517,0.329,0.156,0.032,0.008,0.031,1.993e-4,0,0,0,0,-9.462e-4,0.01,10,80,86.2874439467,0.0124904799,1.991,13.74,990.5,339.625,0.05,0.05
2.623,197.735,77.956,-12.858,78.016,12.858,6.299,7.086e-4,6.299,0.0064457752,3.058,0.041,28.590593977,-80.6151617749,9.792,0.2291831181,7.4770992265e-6,-2.7501974166,-0.0086287444,4874,247,0.875,0.006,119.1,82.6,3.654,0.23,8.79e6,0,14.892,0.517,0.517,0.329,0.156,0.032,0.044,0.161,2.519e-4,0,0,0,0,-4.81e-4,0.01,10,80,86.1155566082,0.0124561025,1.903,13.715,990.1,339.61,0.05,0.051
2.673,201.617,77.314,-12.81,77.375,12.81,6.452,7.378e-4,6.452,0.0065546372,3.062,0.081,28.590593977,-80.6151617749,9.792,0.2864788976,8.233403516e-7,-1.0313240312,-3.2801833771e-4,4874,247,0.875,0.006,119.1,82.6,3.648,0.228,8.716e6,0,14.642,0.517,0.517,0.329,0.156,0.032,0.052,0.189,-2.026e-4,0,0,0,0,-7.107e-5,0.01,10,80,86.0009650491,0.0100840572,1.933,13.689,989.6,339.595,0.05,0.051
2.723,205.467,76.675,-12.753,76.737,12.753,6.605,7.682e-4,6.605,0.0066634992,3.065,3.317e-4,28.590593977,-80.6151617749,9.792,0.2291831181,4.3183829019e-6,0.5156620156,-3.1558515356e-4,4874,247,0.875,0.006,119.2,82.6,3.657,0.226,8.642e6,0,14.394,0.517,0.517,0.329,0.156,0.032,0.038,0.139,3.142e-4,0,0,0,0,1.571e-5,0.01,10,80,86.0009650491,0.007425533,2.014,13.664,989.2,339.58,0.05,0.051
2.773,209.285,76.039,-12.693,76.101,12.694,6.758,7.991e-4,6.758,0.0067723611,3.061,0.128,28.590593977,-80.6151617749,9.792,0.0572957795,8.3938316987e-6,1.3178029288,-0.0056430613,4874,247,0.875,0.006,119.3,82.6,3.673,0.224,8.569e6,0,14.149,0.516,0.516,0.329,0.156,0.032,0.015,0.054,-2.419e-4,0,0,0,0,1.199e-4,0.01,10,80,86.0582608286,0.0043779705,2.088,13.64,988.7,339.565,0.05,0.052
2.823,213.071,75.406,-12.637,75.468,12.639,6.911,8.301e-4,6.911,0.0068812231,3.052,0.223,28.590593977,-80.6151617749,9.792,0.0207754497,7.2708344202e-6,-1.4323944878,-0.0272899798,4874,247,0.875,0.006,119.4,82.6,3.68,0.223,8.495e6,0,13.907,0.516,0.516,0.329,0.156,0.032,0.004,0.014,3.811e-4,0,0,0,0,-1.398e-4,0.01,10,80,86.1155566082,0.0017738773,2.096,13.615,988.3,339.55,0.05,0.052
2.873,216.825,74.775,-12.587,74.837,12.589,7.063,8.608e-4,7.063,0.0069843555,3.039,0.24,28.590593977,-80.6151617749,9.792,0.0470856716,5.8155216206e-6,-1.2032113698,-0.0125076687,4874,247,0.875,0.006,119.4,82.6,3.677,0.221,8.421e6,0,13.667,0.516,0.516,0.329,0.156,0.032,0.008,0.03,-3.18e-4,0,0,0,0,-9.633e-5,0.01,10,80,86.1728523877,8.353724653e-4,2.008,13.591,987.8,339.535,0.05,0.052
2.923,220.548,74.147,-12.534,74.209,12.538,7.215,8.91e-4,7.215,0.0070760288,3.027,0.301,28.590593977,-80.6151617749,9.792,0.114591559,3.0664701195e-6,-1.0313240312,-0.0015246407,4874,247,0.875,0.006,119.3,82.6,3.668,0.219,8.348e6,0,13.431,0.516,0.516,0.329,0.156,0.032,0.021,0.077,-1.026e-4,0,0,0,0,-7.301e-5,0.01,10,80,86.2301481672,2.7032148774e-4,1.997,13.566,987.4,339.52,0.05,0.053
2.973,224.24,73.522,-12.484,73.584,12.489,7.366,9.208e-4,7.366,0.0071619724,3.01,0.339,28.590593977,-80.6151617749,9.791,0.1718873385,2.9157822194e-6,0.114591559,0.0016489725,4874,247,0.875,0.006,119.2,82.6,3.662,0.217,8.276e6,0,13.2,0.516,0.516,0.329,0.155,0.032,0.029,0.107,-3.056e-4,0,0,0,0,1.289e-6,0.009,10,80,86.2874439467,0.0010513776,2.012,13.542,987,339.506,0.05,0.053
3.023,227.9,72.899,-12.442,72.96,12.444,7.516,9.502e-4,7.516,0.0072421865,2.995,0.258,28.590593977,-80.6151617749,9.791,0.0572957795,2.8682267224e-6,0.6875493542,5.6058190676e-4,4874,247,0.875,0.006,119.3,82.6,3.671,0.215,8.203e6,0,12.967,0.516,0.516,0.329,0.155,0.032,0.015,0.054,-2.584e-5,0,0,0,0,3.401e-5,0.009,10,80,86.2301481672,0.0024809073,1.897,13.519,986.5,339.491,0.05,0.053
3.073,231.53,72.278,-12.396,72.339,12.399,7.665,9.794e-4,7.665,0.0073224006,2.983,0.237,28.590593977,-80.6151617749,9.791,0.0572957795,1.7056953561e-6,0.9167324722,-0.0035185338,4874,247,0.875,0.006,119.3,82.6,3.674,0.213,8.131e6,0,12.741,0.516,0.516,0.329,0.155,0.031,0.011,0.04,-5.256e-5,0,0,0,0,5.964e-5,0.009,10,80,86.1728523877,0.0048346179,1.892,13.495,986.1,339.477,0.05,0.054
3.123,235.128,71.659,-12.349,71.721,12.352,7.814,0.001,7.814,0.0073968851,2.971,0.26,28.590593977,-80.6151617749,9.791,0.114591559,3.7591760939e-6,1.3750987083,-0.0086631219,4874,247,0.875,0.006,119.3,82.6,3.67,0.212,8.06e6,0,12.52,0.516,0.516,0.329,0.155,0.031,0.016,0.058,-1.083e-4,0,0,0,0,1.475e-4,0.009,10,80,86.1155566082,0.0082505922,1.977,13.472,985.7,339.463,0.05,0.054
3.173,238.696,71.043,-12.306,71.104,12.308,7.962,0.001,7.962,0.0074770992,2.958,0.226,28.590593977,-80.6151617749,9.791,0.0509244888,-1.0462209339e-6,1.8334649444,-0.0148854435,4874,247,0.875,0.006,119.3,82.6,3.674,0.21,7.989e6,0,12.299,0.516,0.516,0.329,0.155,0.031,0.009,0.033,2.503e-4,0,0,0,0,2.568e-4,0.009,10,80,86.0582608286,0.011906063,1.997,13.448,985.3,339.449,0.05,0.054
3.223,242.233,70.429,-12.266,70.49,12.267,8.11,0.001,8.11,0.0075573133,2.949,0.166,28.590593977,-80.6151617749,9.791,0.0204832412,6.7207949369e-6,-1.8334649444,-0.046266342,4874,247,0.875,0.006,119.4,82.6,3.678,0.208,7.917e6,0,12.082,0.516,0.516,0.329,0.155,0.031,0.004,0.013,-1.72e-5,0,0,0,0,-2.627e-4,0.009,10,80,85.9436692696,0.0145359393,1.988,13.425,984.8,339.435,0.05,0.055
3.273,245.739,69.816,-12.225,69.878,12.226,8.257,0.001,8.257,0.0076489866,2.941,0.114,28.590593977,-80.6151617749,9.791,0.0572957795,5.4075756704e-6,-1.6042818264,-0.0104163727,4874,247,0.875,0.006,119.3,82.6,3.67,0.206,7.847e6,0,11.867,0.515,0.515,0.329,0.155,0.031,0.015,0.054,3.29e-4,0,0,0,0,-2.099e-4,0.009,10,80,85.8863734901,0.0156646661,1.981,13.403,984.4,339.421,0.05,0.055
3.323,249.214,69.206,-12.184,69.268,12.185,8.404,0.001,8.404,0.007752119,2.937,0.078,28.590593977,-80.6151617749,9.791,0.114591559,2.4516864054e-6,-1.0313240312,-0.0047721655,4874,247,0.875,0.006,119.2,82.6,3.664,0.204,7.776e6,0,11.656,0.515,0.515,0.329,0.155,0.031,0.023,0.084,3.936e-4,0,0,0,0,-8.76e-5,0.009,10,80,85.8290777106,0.0150573309,1.969,13.38,984,339.407,0.05,0.055
3.373,252.659,68.598,-12.141,68.661,12.142,8.551,0.001,8.551,0.0078552514,2.933,0.08,28.590593977,-80.6151617749,9.791,0.114591559,3.1002746295e-6,-0.4583662361,-0.0043178099,4874,247,0.875,0.006,119.2,82.6,3.664,0.203,7.706e6,0,11.447,0.515,0.515,0.329,0.155,0.031,0.022,0.082,2.149e-4,0,0,0,0,-1.639e-5,0.009,10,80,85.7717819311,0.0121467053,1.978,13.358,983.6,339.394,0.05,0.055
3.423,256.074,67.992,-12.096,68.055,12.096,8.697,0.001,8.697,0.0079641134,2.928,0.125,28.590593977,-80.6151617749,9.791,0.0572957795,4.1780082421e-6,0.114591559,-0.0053250697,4874,247,0.875,0.006,119.3,82.6,3.671,0.201,7.637e6,0,11.241,0.515,0.515,0.329,0.155,0.031,0.012,0.044,2.246e-4,0,0,0,0,7.896e-7,0.009,10,80,85.7717819311,0.0083479951,2.019,13.336,983.2,339.38,0.05,0.056
3.473,259.459,67.388,-12.05,67.452,12.051,8.844,0.001,8.844,0.0080729753,2.92,0.183,28.590593977,-80.6151617749,9.791,0.0101642713,3.7551653893e-6,-0.114591559,0.0043487497,4874,247,0.875,0.006,119.4,82.6,3.677,0.199,7.568e6,0,11.039,0.515,0.515,0.329,0.154,0.031,0.002,0.007,2.62e-4,0,0,0,0,-1.733e-6,0.009,10,80,85.7717819311,0.0040278933,2.07,13.314,982.8,339.367,0.05,0.056
3.523,262.813,66.787,-12.008,66.85,12.01,8.989,0.001,8.989,0.0081761077,2.911,0.186,28.590593977,-80.6151617749,9.791,0.0192341932,3.8777783574e-6,-0.0191310608,0.0034537896,4874,247,0.875,0.006,119.4,82.6,3.676,0.197,7.498e6,0,10.838,0.515,0.515,0.329,0.154,0.031,0.003,0.012,-4.504e-4,0,0,0,0,-3.177e-8,0.009,10,80,85.7717819311,9.7001754716e-4,2.039,13.292,982.4,339.354,0.05,0.056
3.573,266.137,66.187,-11.969,66.251,11.97,9.135,0.001,9.135,0.0082735106,2.902,0.154,28.590593977,-80.6151617749,9.791,0.0208327454,4.0955023196e-6,0.0476414407,-0.0036497412,4874,247,0.875,0.006,119.4,82.6,3.676,0.196,7.428e6,0,10.637,0.515,0.515,0.329,0.154,0.031,0.004,0.013,2.932e-4,0,0,0,0,2.007e-7,0.008,10,80,85.7717819311,-0.0010760147,1.952,13.27,982,339.341,0.05,0.057
3.623,269.432,65.59,-11.931,65.654,11.931,9.28,0.001,9.28,0.0083651838,2.895,0.129,28.590593977,-80.6151617749,9.791,0.0515432832,4.1396200698e-6,0.2291831181,-1.9090953734e-4,4874,247,0.875,0.006,119.3,82.6,3.672,0.194,7.359e6,0,10.44,0.515,0.515,0.329,0.154,0.031,0.009,0.032,-1.86e-4,0,0,0,0,4.52e-6,0.008,10,80,85.7717819311,-0.0016300649,1.873,13.249,981.7,339.328,0.05,0.057
3.673,272.696,64.994,-11.89,65.059,11.891,9.424,0.001,9.424,0.0084453979,2.889,0.14,28.590593977,-80.6151617749,9.791,0.0305386505,3.4824374788e-6,0.4583662361,-0.0059071949,4874,247,0.875,0.006,119.3,82.6,3.674,0.192,7.29e6,0,10.246,0.515,0.515,0.329,0.154,0.031,0.005,0.02,3.754e-4,0,0,0,0,1.901e-5,0.008,10,80,85.8290777106,8.6745810183e-5,1.841,13.227,981.3,339.315,0.05,0.057
3.723,275.931,64.401,-11.847,64.465,11.848,9.569,0.001,9.569,0.008525612,2.881,0.2,28.590593977,-80.6151617749,9.791,0.0572957795,4.2662437425e-6,-0.4583662361,-0.0092647275,4874,247,0.875,0.006,119.3,82.6,3.67,0.19,7.223e6,0,10.057,0.515,0.515,0.329,0.154,0.031,0.01,0.039,1.121e-4,0,0,0,0,-1.727e-5,0.008,10,80,85.8290777106,0.0033546679,1.884,13.206,980.9,339.302,0.05,0.058
3.773,279.136,63.81,-11.803,63.874,11.806,9.712,0.001,9.712,0.0086000965,2.869,0.276,28.590593977,-80.6151617749,9.791,0.1718873385,4.0330499199e-6,0.0572957795,-0.0082906993,4874,247,0.875,0.006,119.2,82.6,3.656,0.189,7.156e6,0,9.872,0.515,0.515,0.329,0.154,0.031,0.031,0.112,-2.762e-4,0,0,0,0,3.639e-7,0.008,10,80,85.8290777106,0.0073682372,1.972,13.186,980.5,339.289,0.05,0.058
3.823,282.312,63.221,-11.763,63.285,11.767,9.855,0.001,9.855,0.008674581,2.854,0.306,28.590593977,-80.6151617749,9.791,0.2291831181,4.6764815239e-6,0.9740282517,-0.0032377845,4874,247,0.875,0.006,119.1,82.6,3.65,0.187,7.088e6,0,9.689,0.514,0.515,0.329,0.154,0.031,0.04,0.145,-1.573e-4,0,0,0,0,8.888e-5,0.008,10,80,85.8290777106,0.0109205756,2.026,13.165,980.1,339.277,0.05,0.058
3.873,285.459,62.633,-11.727,62.698,11.73,9.998,0.002,9.998,0.0087547951,2.839,0.287,28.590593977,-80.6151617749,9.791,0.2291831181,3.2618487277e-6,1.7761691649,-0.0062395104,4874,247,0.875,0.006,119.1,82.6,3.652,0.185,7.021e6,0,9.506,0.514,0.514,0.33,0.154,0.031,0.035,0.129,2.346e-4,0,0,0,0,3.045e-4,0.008,10,80,85.7717819311,0.0137223392,2.042,13.145,979.8,339.264,0.05,0.059
3.923,288.576,62.048,-11.692,62.112,11.695,10.139,0.002,10.139,0.0088350092,2.825,0.245,28.590593977,-80.6151617749,9.791,0.114591559,3.7677704608e-6,2.4637185191,-0.0136421251,4874,247,0.875,0.006,119.2,82.6,3.659,0.183,6.954e6,0,9.325,0.514,0.514,0.33,0.154,0.031,0.025,0.09,2.447e-4,0,0,0,0,6.071e-4,0.008,10,80,85.6571903721,0.0155672633,2.059,13.124,979.4,339.252,0.05,0.059
3.973,291.663,61.464,-11.664,61.529,11.665,10.28,0.002,10.28,0.0089209529,2.815,0.127,28.590593977,-80.6151617749,9.791,0.0444443362,2.3330841418e-6,-2.8074931961,-0.0339191015,4874,247,0.875,0.006,119.3,82.6,3.671,0.182,6.887e6,0,9.145,0.514,0.514,0.33,0.154,0.031,0.008,0.029,1.473e-4,0,0,0,0,-7.966e-4,0.008,10,80,85.4853030335,0.0164782662,1.966,13.104,979,339.24,0.05,0.059
4.023,294.722,60.882,-11.635,60.946,11.635,10.421,0.002,10.421,0.0090126261,2.812,0.04,28.590593977,-80.6151617749,9.791,0.1718873385,5.9931385371e-6,-2.0626480625,-0.0098491445,4874,247,0.875,0.006,119.1,82.6,3.654,0.18,6.82e6,0,8.968,0.514,0.514,0.33,0.154,0.031,0.032,0.119,3.104e-4,0,0,0,0,-4.446e-4,0.008,10,80,85.3707114745,0.0157849873,1.9,13.084,978.7,339.228,0.05,0.06
4.073,297.752,60.301,-11.602,60.366,11.602,10.561,0.002,10.561,0.0091100289,2.81,0.014,28.590593977,-80.6151617749,9.791,0.2291831181,4.8529525248e-6,-1.5469860469,-0.0066864175,4874,247,0.875,0.006,119.1,82.6,3.648,0.178,6.753e6,0,8.796,0.514,0.514,0.33,0.153,0.031,0.041,0.148,3.349e-4,0,0,0,0,-2.483e-4,0.008,10,80,85.313415695,0.0135848293,1.911,13.065,978.3,339.216,0.05,0.06
4.123,300.752,59.721,-11.568,59.787,11.568,10.702,0.002,10.702,0.0092074318,2.811,0.002,28.590593977,-80.6151617749,9.791,0.2291831181,4.5687654584e-6,-0.4583662361,-0.0076375274,4874,247,0.875,0.006,119,82.6,3.645,0.177,6.687e6,0,8.625,0.514,0.514,0.33,0.153,0.031,0.044,0.162,-4.215e-4,0,0,0,0,-2.491e-5,0.008,10,80,85.2561199155,0.0102674037,1.891,13.045,978,339.204,0.05,0.06
4.173,303.724,59.144,-11.529,59.211,11.53,10.842,0.002,10.842,0.0093048346,2.809,0.044,28.590593977,-80.6151617749,9.791,0.1718873385,3.7946994772e-6,0.2291831181,-0.0045011564,4874,247,0.875,0.006,119.1,82.6,3.653,0.175,6.622e6,0,8.456,0.514,0.514,0.33,0.153,0.031,0.032,0.117,-2.757e-4,0,0,0,0,4.461e-6,0.008,10,80,85.2561199155,0.0071848908,1.93,13.026,977.6,339.193,0.05,0.061
4.223,306.667,58.568,-11.492,58.636,11.492,10.983,0.002,10.983,0.0094022374,2.806,0.079,28.590593977,-80.6151617749,9.791,0.114591559,3.2773185881e-6,0.7448451337,-0.006692147,4874,247,0.875,0.006,119.2,82.6,3.661,0.173,6.556e6,0,8.289,0.514,0.514,0.33,0.153,0.031,0.021,0.076,3.055e-4,0,0,0,0,5.95e-5,0.008,10,80,85.2561199155,0.0047727384,1.926,13.007,977.3,339.181,0.05,0.061
4.273,309.581,57.995,-11.452,58.062,11.453,11.123,0.002,11.123,0.0094996402,2.801,0.152,28.590593977,-80.6151617749,9.791,0.0142150829,5.5152917359e-6,-1.0313240312,-0.0418774852,4874,247,0.875,0.006,119.3,82.6,3.673,0.172,6.491e6,0,8.126,0.514,0.514,0.33,0.153,0.031,0.002,0.009,3.444e-4,0,0,0,0,-1.185e-4,0.007,10,80,85.313415695,0.0032950803,1.975,12.988,976.9,339.169,0.05,0.061
